16:34:20.301 ERROR    logcat: hd[0]: Syan(3972): ________________ camera near move zoom- ________________ 
16:34:20.603 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
16:34:20.603 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:20.604 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:34:20.604 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
16:34:20.604 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:34:20.604 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
16:34:20.605 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:20.605 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
16:34:20.605 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
16:34:20.605 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
16:34:20.605 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
16:34:20.605 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
16:34:20.605 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:34:20.605 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:20.744 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:20.744 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 05 96 
16:34:20.744 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 5 150
16:34:20.744 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
16:34:20.744 INFO     SMan: hd[0]: SrcMan: 83 45 0D 02 
16:34:20.744 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\r\002" } 
16:34:20.744 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
16:34:20.744 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
16:34:20.744 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
16:34:20.744 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\r\002" } 
16:34:20.744 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
16:34:20.745 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
16:34:20.745 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:34:20.745 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:20.751 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:34:20.751 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
16:34:20.751 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:34:20.751 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
16:34:20.752 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:20.752 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
16:34:20.752 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
16:34:20.752 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
16:34:20.752 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
16:34:20.752 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:34:20.752 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:20.752 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:34:20.752 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
16:34:20.752 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:34:20.752 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
16:34:20.753 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:20.753 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
16:34:20.753 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
16:34:20.753 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:20.753 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:34:20.753 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
16:34:20.754 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:34:20.754 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
16:34:20.754 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:20.754 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
16:34:20.754 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
16:34:20.754 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:20.754 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:34:20.755 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
16:34:20.755 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:34:20.755 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
16:34:20.755 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:20.755 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
16:34:20.755 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
16:34:20.755 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
16:34:20.755 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
16:34:20.755 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
16:34:20.755 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:34:20.755 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:20.893 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:20.894 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 05 96 
16:34:20.894 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 5 150
16:34:20.894 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
16:34:20.894 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - Periodic Timer Stopped
16:34:20.894 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:34:20.894 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
