16:34:26.553 ERROR    logcat: hd[0]: Syan(3981): ________________ camera near move zoom+ ________________ 
16:34:27.331 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:34:27.331 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
16:34:27.332 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:27.332 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
16:34:27.332 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
16:34:27.332 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
16:34:27.332 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
16:34:27.332 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:34:27.332 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:27.332 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:34:27.332 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
16:34:27.333 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:34:27.333 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
16:34:27.333 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:34:27.333 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
16:34:27.333 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:27.333 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
16:34:27.333 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
16:34:27.333 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:27.333 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:34:27.334 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
16:34:27.334 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:27.334 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
16:34:27.334 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
16:34:27.334 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:27.334 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:34:27.334 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
16:34:27.334 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:34:27.334 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
16:34:27.335 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:27.335 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
16:34:27.335 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
16:34:27.335 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
16:34:27.335 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
16:34:27.335 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
16:34:27.335 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:34:27.335 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:27.473 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:27.473 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 04 96 
16:34:27.473 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 4 150
16:34:27.473 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
16:34:27.473 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - Periodic Timer Stopped
16:34:27.473 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:34:27.473 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
