22:32:36.136 ERROR    logcat: hd[0]: Syan(4009): ________________ camera near move zoom- ________________ 
22:32:36.413 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
22:32:36.413 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
22:32:36.413 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:32:36.413 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:32:36.419 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:32:36.419 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
22:32:36.420 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:32:36.420 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
22:32:36.420 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:36.420 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
22:32:36.420 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
22:32:36.420 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
22:32:36.420 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
22:32:36.420 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:32:36.420 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:32:36.420 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:32:36.421 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
22:32:36.421 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:32:36.421 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
22:32:36.421 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:36.421 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
22:32:36.421 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
22:32:36.421 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:32:36.422 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:32:36.422 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
22:32:36.422 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:32:36.422 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
22:32:36.422 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:36.422 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
22:32:36.422 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
22:32:36.422 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:32:36.423 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:32:36.423 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
22:32:36.423 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:32:36.424 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
22:32:36.424 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:36.424 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
22:32:36.424 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
22:32:36.424 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
22:32:36.424 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
22:32:36.424 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
22:32:36.424 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:32:36.424 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:32:36.562 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:36.562 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 05 96 
22:32:36.562 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 5 150
22:32:36.562 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
22:32:36.562 INFO     SMan: hd[0]: SrcMan: 83 45 0D 02 
22:32:36.562 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\r\002" } 
22:32:36.562 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
22:32:36.562 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
22:32:36.562 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
22:32:36.563 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\r\002" } 
22:32:36.563 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
22:32:36.563 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
22:32:36.563 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:32:36.563 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:32:36.569 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:32:36.569 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
22:32:36.569 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:32:36.569 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
22:32:36.570 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:36.570 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
22:32:36.570 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
22:32:36.570 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
22:32:36.570 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
22:32:36.570 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:32:36.570 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:32:36.570 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:32:36.570 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
22:32:36.570 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:32:36.571 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
22:32:36.571 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:36.571 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
22:32:36.571 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
22:32:36.571 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:32:36.571 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:32:36.571 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
22:32:36.572 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:32:36.572 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
22:32:36.572 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:36.572 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
22:32:36.572 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
22:32:36.572 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:32:36.572 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:32:36.572 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
22:32:36.573 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:32:36.573 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
22:32:36.573 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:36.573 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
22:32:36.573 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
22:32:36.573 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
22:32:36.573 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
22:32:36.573 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
22:32:36.573 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:32:36.573 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:32:36.712 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:36.712 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 05 96 
22:32:36.712 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 5 150
22:32:36.712 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
22:32:36.712 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - Periodic Timer Stopped
22:32:36.712 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:32:36.712 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
