22:30:23.334 ERROR    logcat: hd[0]: Syan(3973): ________________ camera near move left ________________ 
22:30:23.527 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.527 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
22:30:23.527 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
22:30:23.527 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.527 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.527 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
22:30:23.528 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.528 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
22:30:23.528 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.528 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
22:30:23.528 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
22:30:23.528 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
22:30:23.528 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
22:30:23.528 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
22:30:23.528 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:23.528 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.668 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.668 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 00 96 
22:30:23.668 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 0 150
22:30:23.668 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
22:30:23.668 INFO     SMan: hd[0]: SrcMan: 83 45 01 13 
22:30:23.668 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\001\023" } 
22:30:23.668 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
22:30:23.668 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
22:30:23.669 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
22:30:23.669 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\001\023" } 
22:30:23.669 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
22:30:23.669 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
22:30:23.670 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:23.670 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.675 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.676 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
22:30:23.676 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.676 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
22:30:23.676 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.676 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
22:30:23.676 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
22:30:23.676 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
22:30:23.676 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
22:30:23.676 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:23.676 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.677 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.677 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
22:30:23.677 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.677 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
22:30:23.677 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.677 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
22:30:23.677 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
22:30:23.677 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.678 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.678 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
22:30:23.678 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.678 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
22:30:23.678 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.678 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
22:30:23.678 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
22:30:23.678 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.679 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.679 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
22:30:23.679 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.679 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
22:30:23.680 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.680 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
22:30:23.680 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
22:30:23.680 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
22:30:23.680 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
22:30:23.680 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
22:30:23.680 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:23.680 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.818 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.818 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 00 96 
22:30:23.818 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 0 150
22:30:23.818 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
22:30:23.818 INFO     SMan: hd[0]: SrcMan: 83 45 01 15 
22:30:23.818 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\001\025" } 
22:30:23.818 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
22:30:23.818 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
22:30:23.819 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
22:30:23.819 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\001\025" } 
22:30:23.819 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
22:30:23.819 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
22:30:23.819 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:23.819 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.825 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.825 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
22:30:23.825 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.826 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
22:30:23.826 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.826 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
22:30:23.826 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
22:30:23.826 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
22:30:23.826 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
22:30:23.826 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:23.826 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.826 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.826 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
22:30:23.827 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.827 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
22:30:23.827 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.827 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
22:30:23.827 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
22:30:23.827 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.827 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.828 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
22:30:23.828 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.828 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
22:30:23.828 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.828 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
22:30:23.829 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
22:30:23.829 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.829 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.829 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
22:30:23.829 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.829 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
22:30:23.829 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.829 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
22:30:23.829 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
22:30:23.829 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
22:30:23.829 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
22:30:23.829 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
22:30:23.829 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:23.829 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.968 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.968 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 00 96 
22:30:23.968 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 0 150
22:30:23.968 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
22:30:23.968 INFO     SMan: hd[0]: SrcMan: 83 45 01 17 
22:30:23.968 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\001\027" } 
22:30:23.968 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
22:30:23.968 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
22:30:23.969 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
22:30:23.969 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\001\027" } 
22:30:23.969 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
22:30:23.969 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
22:30:23.969 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:23.969 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.975 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.975 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
22:30:23.976 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.976 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
22:30:23.976 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.976 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
22:30:23.976 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
22:30:23.976 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
22:30:23.976 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
22:30:23.976 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:23.976 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.976 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.977 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
22:30:23.977 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.977 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
22:30:23.977 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.977 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
22:30:23.977 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
22:30:23.977 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.978 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.978 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
22:30:23.978 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.978 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
22:30:23.978 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.978 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
22:30:23.978 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
22:30:23.978 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:23.979 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:23.979 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
22:30:23.979 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:23.979 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
22:30:23.979 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:23.979 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
22:30:23.979 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
22:30:23.979 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
22:30:23.979 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
22:30:23.979 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
22:30:23.979 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:23.979 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:24.118 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:24.118 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 00 96 
22:30:24.118 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 0 150
22:30:24.118 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
22:30:24.118 INFO     SMan: hd[0]: SrcMan: 83 45 01 19 
22:30:24.118 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\001\031" } 
22:30:24.118 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
22:30:24.118 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
22:30:24.119 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
22:30:24.119 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\001\031" } 
22:30:24.119 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
22:30:24.119 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
22:30:24.119 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:24.119 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:24.125 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:24.126 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
22:30:24.126 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:24.126 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
22:30:24.126 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:24.126 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
22:30:24.127 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
22:30:24.127 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
22:30:24.127 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
22:30:24.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:30:24.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:24.127 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:24.127 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
22:30:24.127 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:24.127 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
22:30:24.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:24.127 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
22:30:24.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
22:30:24.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:24.128 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:24.128 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
22:30:24.128 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:30:24.128 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
22:30:24.128 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:30:24.128 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
22:30:24.128 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
22:30:24.128 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:30:24.129 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:30:24.129 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
22:30:24.129 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
