12:30:50.383 ERROR    logcat: hd[0]: Syan(5152): ________________ camera near move zoom+ ________________ 
12:30:50.673 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:50.673 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:30:50.673 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
12:30:50.674 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:30:50.674 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
12:30:50.675 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:50.675 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:30:50.675 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:30:50.675 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:30:50.675 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:30:50.675 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:30:50.675 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:30:50.675 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:50.813 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:50.813 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 04 96 
12:30:50.813 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 4 150
12:30:50.813 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:30:50.813 INFO     SMan: hd[0]: SrcMan: 83 45 0C 02 
12:30:50.813 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\014\002" } 
12:30:50.813 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
12:30:50.813 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
12:30:50.813 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
12:30:50.813 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\014\002" } 
12:30:50.813 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
12:30:50.814 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
12:30:50.814 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:30:50.814 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:50.820 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:30:50.820 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
12:30:50.820 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:30:50.820 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
12:30:50.821 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:50.821 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
12:30:50.821 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
12:30:50.821 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
12:30:50.821 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
12:30:50.821 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:30:50.821 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:50.821 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:30:50.821 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
12:30:50.821 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:30:50.821 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
12:30:50.822 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:50.822 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
12:30:50.822 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
12:30:50.822 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:50.822 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:30:50.822 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
12:30:50.822 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:30:50.822 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
12:30:50.823 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:50.823 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
12:30:50.823 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
12:30:50.823 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:50.823 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:30:50.823 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
12:30:50.823 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:30:50.824 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
12:30:50.824 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:50.824 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:30:50.824 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:30:50.824 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:30:50.824 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:30:50.824 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:30:50.824 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:30:50.824 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:50.963 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:50.963 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 04 96 
12:30:50.963 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 4 150
12:30:50.963 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:30:50.963 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - Periodic Timer Stopped
12:30:50.963 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:30:50.963 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
