12:27:31.256 ERROR    logcat: hd[0]: Syan(5097): ________________ camera near move down ________________ 
12:27:31.402 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.402 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:27:31.402 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:27:31.402 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:27:31.402 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:27:31.402 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:27:31.402 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.402 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.540 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 03 96 
12:27:31.540 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 3 150
12:27:31.540 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:27:31.540 INFO     SMan: hd[0]: SrcMan: 83 45 04 13 
12:27:31.540 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\004\023" } 
12:27:31.540 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
12:27:31.540 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
12:27:31.541 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
12:27:31.541 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\004\023" } 
12:27:31.541 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
12:27:31.541 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
12:27:31.541 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.541 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.547 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.547 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
12:27:31.548 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.548 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
12:27:31.548 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.548 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
12:27:31.548 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
12:27:31.548 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
12:27:31.548 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
12:27:31.548 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.548 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.548 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.548 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
12:27:31.549 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.549 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
12:27:31.549 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.549 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
12:27:31.549 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
12:27:31.549 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.549 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.550 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
12:27:31.550 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.550 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
12:27:31.550 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.550 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
12:27:31.550 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
12:27:31.550 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.551 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.551 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
12:27:31.551 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.551 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
12:27:31.551 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.551 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:27:31.551 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:27:31.551 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:27:31.551 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:27:31.551 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:27:31.551 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.551 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.690 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.690 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 03 96 
12:27:31.690 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 3 150
12:27:31.690 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:27:31.690 INFO     SMan: hd[0]: SrcMan: 83 45 04 15 
12:27:31.690 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\004\025" } 
12:27:31.690 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
12:27:31.690 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
12:27:31.691 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
12:27:31.691 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\004\025" } 
12:27:31.691 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
12:27:31.691 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
12:27:31.691 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.691 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.697 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.697 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
12:27:31.698 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.698 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
12:27:31.698 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.698 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
12:27:31.698 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
12:27:31.698 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
12:27:31.698 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
12:27:31.698 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.698 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.698 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.699 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
12:27:31.699 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.699 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
12:27:31.699 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.699 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
12:27:31.699 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
12:27:31.699 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.699 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.700 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
12:27:31.700 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.700 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
12:27:31.700 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.700 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
12:27:31.700 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
12:27:31.700 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.701 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.701 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
12:27:31.701 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.701 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
12:27:31.701 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.701 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:27:31.701 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:27:31.701 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:27:31.701 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:27:31.701 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:27:31.701 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.701 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.840 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.840 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 03 96 
12:27:31.840 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 3 150
12:27:31.840 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:27:31.840 INFO     SMan: hd[0]: SrcMan: 83 45 04 17 
12:27:31.840 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\004\027" } 
12:27:31.840 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
12:27:31.840 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
12:27:31.841 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
12:27:31.841 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\004\027" } 
12:27:31.841 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
12:27:31.841 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
12:27:31.841 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.841 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.847 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.847 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
12:27:31.848 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.848 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
12:27:31.848 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.848 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
12:27:31.848 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
12:27:31.848 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
12:27:31.848 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
12:27:31.848 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.848 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.848 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.848 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
12:27:31.849 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.849 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
12:27:31.849 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.849 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
12:27:31.849 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
12:27:31.849 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.849 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.849 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
12:27:31.850 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.850 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
12:27:31.850 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.850 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
12:27:31.850 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
12:27:31.850 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.851 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.851 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
12:27:31.851 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.851 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
12:27:31.851 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.851 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:27:31.851 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:27:31.851 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:27:31.851 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:27:31.851 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:27:31.851 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.851 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.990 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.990 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 03 96 
12:27:31.990 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 3 150
12:27:31.990 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:27:31.990 INFO     SMan: hd[0]: SrcMan: 83 45 04 19 
12:27:31.990 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\004\031" } 
12:27:31.990 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
12:27:31.990 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
12:27:31.991 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
12:27:31.991 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\004\031" } 
12:27:31.991 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
12:27:31.991 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
12:27:31.991 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.991 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.997 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.997 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
12:27:31.997 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.997 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
12:27:31.998 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.998 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
12:27:31.998 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
12:27:31.998 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
12:27:31.998 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
12:27:31.998 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:27:31.998 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.998 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.998 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
12:27:31.998 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:31.999 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
12:27:31.999 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:31.999 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
12:27:31.999 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
12:27:31.999 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:31.999 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:31.999 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
12:27:32.000 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:27:32.000 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
12:27:32.000 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:27:32.000 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
12:27:32.000 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
12:27:32.000 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:27:32.000 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:27:32.001 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
12:27:32.001 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
