12:30:17.161 ERROR    logcat: hd[0]: Syan(5143): ________________ camera near move zoom- ________________ 
12:30:17.444 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
12:30:17.444 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:17.444 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:30:17.444 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:30:17.444 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:30:17.444 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:30:17.444 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:30:17.444 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:30:17.444 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:17.583 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:17.583 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 05 96 
12:30:17.583 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 5 150
12:30:17.583 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:30:17.583 INFO     SMan: hd[0]: SrcMan: 83 45 0D 02 
12:30:17.583 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\r\002" } 
12:30:17.583 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
12:30:17.583 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
12:30:17.583 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
12:30:17.584 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\r\002" } 
12:30:17.584 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
12:30:17.585 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
12:30:17.585 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:30:17.585 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:17.590 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:30:17.590 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
12:30:17.590 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:30:17.590 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
12:30:17.591 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:17.591 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
12:30:17.591 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
12:30:17.591 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
12:30:17.591 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
12:30:17.591 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:30:17.591 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:17.591 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:30:17.591 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
12:30:17.591 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:30:17.592 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
12:30:17.592 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:17.592 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
12:30:17.592 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
12:30:17.592 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:17.593 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:30:17.593 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
12:30:17.593 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:30:17.593 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
12:30:17.593 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:17.593 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
12:30:17.593 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
12:30:17.593 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:17.594 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:30:17.594 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
12:30:17.594 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:30:17.594 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
12:30:17.594 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:17.594 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:30:17.594 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:30:17.594 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:30:17.594 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:30:17.594 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:30:17.594 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:30:17.594 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:30:17.732 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:30:17.732 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 05 96 
12:30:17.732 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 5 150
12:30:17.732 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:30:17.732 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - Periodic Timer Stopped
12:30:17.732 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:30:17.732 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
